-15.9	-13.187500000000002	-23.752218228050975	-12.228299570018498	-8.9
-15.163646008048174	-3.012961335613028	-33.051506184508	-8.859435978465925	-4.636803937020382
-13.478620505881747	-10.403465841988677	-28.702052519381887	-11.790107422721787	-7.604952709880278
-14.87005882637474	-20.420171694766104	-30.78052102934217	-14.552158050309837	-19.37781069378913
-11.418752233505401	-16.61425824742628	-17.86480912738233	-10.955785550441092	-0.056633019695967235
-16.05417483382945	-15.73987845984563	-27.77547166787212	-13.844491748888824	-0.5905650765723802
-21.64909615357866	-16.210670197367286	-26.847578046458114	-10.855035379100034	-26.668945768155552
-22.72468178762434	-15.67321613714954	-27.895416906442854	-3.6702103059650995	-10.998188821574628
-18.55014287110715	-16.08108021589532	-26.609211396360294	-13.502296644488176	-14.827240295124405
-10.133501525272894	-16.83749607696317	-19.505346040657532	-15.999190375450562	-15.754611865421833
-10.710460831435263	-14.151601851801576	-26.641853425982273	-14.68058092307748	-6.28102988168334
-14.099202191948216	-11.314944456694695	-20.56895030385457	-8.932739364726404	6.186842142400295
-7.9023339759017865	-7.54192874987084	-13.781132739857837	-17.698118835418256	-8.238713250296364
-15.918345008180728	-8.581414319114725	-25.444186198033087	-8.563195448225267	-5.161396489551434
-15.141624758148092	-17.913590065233244	-18.513224370536964	-10.920899270003748	-9.14260047679037
-18.66933473555374	-17.45570910927526	-20.405061888932103	-16.565783658093036	-8.229515926518426
-16.132354162796297	-17.102917963308343	-21.91887964607147	-7.029483156917722	-15.315167570181012
-14.433710690834133	-11.511733825588838	-18.738648050551483	-1.5070993943008704	-18.310569609970713
-14.705995479216089	0.9486534148828838	-25.715079473072688	-11.822944326795216	-7.277101575434298
-21.087209497863107	-11.220366624793265	-21.63904721471375	-6.334153300086022	-20.974795247425302
-17.890990340761746	-11.041009243376497	-24.31137937528568	-3.3787002301798577	-23.385447798068768
-16.414647190297934	-5.517826747025772	-18.900393408831683	-13.392569885113236	-27.873813240987012
-16.58002543103672	-14.858441147930485	-26.67637553313115	-12.205347146148396	3.445878746285704
-12.501755107836411	-7.439747962498643	-30.838891865454393	-16.173134006105926	-18.14615742871073
